numero,nif,nome,tipo_entidade,deporte,web_modalidades,nome_especialidade,enderezo,direcion,codigo_postal,codigo_provincia,provincia,wikidata_provincias,codigo_concello,concello,wikidata_concellos,telefono1,telefono2,web,data_alta
C-13000,G27494350,NORTH SKATEBOARDING CLUB LUGO,CLUB DEPORTIVO,skating,http://www.wikidata.org/entity/Q14300548,,RONDA DO CARME 71 4ºC,RONDA DO CARME,27004,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27015,Cospeito,http://www.wikidata.org/entity/Q1445401,698141400,,,2017-07-21
C-11474,G70360086,CLUB ATLETISMO NEGREIRA,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,AVDA DE SANTIAGO Nº12,AVDA DE SANTIAGO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15056,Negreira,http://www.wikidata.org/entity/Q840787,606359890,,,2013-01-11
C-14271,G67760991,CLUB NÁUTICO CABANAS,CLUB DEPORTIVO,sailing,http://www.wikidata.org/entity/Q14085739,,"RÚA CANTIÑO, S/N",RÚA CANTIÑO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15015,Cabanas,http://www.wikidata.org/entity/Q974129,606641443,606641443,,2021-10-20
C-14536,G72610728,PEÑANEVARES SAN ISIDRO,CLUB DEPORTIVO,DEPORTES DE INVERNO,,,"CARRETERA DE CARBALLÁS, 2",CARRETERA DE CARBALLÁS,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27025,Xove,http://www.wikidata.org/entity/Q1111013,672331553,672331553,,2022-10-18
C-00292,G15125768,S. C.F. DE BOIMORTO,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"GANDARA, 44",GANDARA,15818,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15010,Boimorto,http://www.wikidata.org/entity/Q692787,636793110,659497767,,1984-05-07
C-01480,G32156622,C. LUMELAR ARCO,CLUB DEPORTIVO,archery,http://www.wikidata.org/entity/Q108429,,LUGAR SANTÁS 1,LUGAR SANTÁS,32691,32,Ourense,http://www.wikidata.org/entity/Q95038,32079,Taboadela,http://www.wikidata.org/entity/Q970921,647662909,647662909,,1988-03-14
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-11705,,CLUB DEPORTIVO S.P. A ESTRADA,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,"TRÍATLON, DUATLÓN","CL. FERMÍN BOUZA BREY, 26 - 2º",CL. FERMÍN BOUZA BREY,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36017,A Estrada,http://www.wikidata.org/entity/Q1621191,690669502,,,2013-10-01
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-14535,G72998909,CLUB BALONMANO ALCA,CLUB DEPORTIVO,handball,http://www.wikidata.org/entity/Q8418,,"BIDUIDO DE ARRIBA, 36",BIDUIDO DE ARRIBA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15002,Ames,http://www.wikidata.org/entity/Q1353997,652044397,652044397,,2022-10-18
C-09097,,"SAN PEDRO, C.F. VETERANOS",CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"AVDA. DE CORNAZO, Nº 83-2 º A",AVDA. DE CORNAZO,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36060,Vilagarcía de Arousa,http://www.wikidata.org/entity/Q1442637,620932799,620932799,,2006-10-27
C-08079,G36454361,CLUB ATLETISMO CUNTIS,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,PRAZA DA CONSTITUTCION Nº 4,PRAZA DA CONSTITUTCION,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36015,Cuntis,http://www.wikidata.org/entity/Q1631860,986548005,,,2004-03-12
C-04604,,C. D. BAMIO,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA PETROGLIFOS 28,RUA PETROGLIFOS,36618,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36060,Vilagarcía de Arousa,http://www.wikidata.org/entity/Q1442637,630168643,,,1995-02-22
C-00621,G15280357,C. HERCULES S.D. SAN PEDRO DE NOS,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,URBANIZACION URB. MESON DO AUGA - CAMPO FUTBOL ANIDO,URBANIZACION URB. MESON DO AUGA - CAMPO FUTBOL ANIDO,15176,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15058,Oleiros,http://www.wikidata.org/entity/Q688611,660859483,691566813,,1985-09-06
C-14538,G10570000,AGRUPACION DEPORTIVA PRIMAVERA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"RÚA CASAL DE ARRIBA, Nº 4",RÚA CASAL DE ARRIBA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,635411670,,,2022-10-25
C-13985,G70111729,ATLÉTICOPEREIRIÑA F.C.,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,CASA DA CULTURA S/N. PEREIRIÑA,CASA DA CULTURA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15023,Cee,http://www.wikidata.org/entity/Q988707,659343670,620719896,,2020-06-30
C-06956,G15822596,CLUB RALLY CORUÑA,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,"RUA FRANCISCO CATOIRA, 18 BAIXO",RUA FRANCISCO CATOIRA,15008,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,658381546,629266614,,2001-03-26
C-14534,G72559198,CLUB QUIROGA VOLEI,CLUB DEPORTIVO,VOLEIBOL,http://www.wikidata.org/entity/Q1734,,RUA REAL (CASA DA CULTURA) S/N,RUA REAL (CASA DA CULTURA),27320,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27050,Quiroga,http://www.wikidata.org/entity/Q969128,620199355,620199355,,2022-10-14
C-10435,G70238886,OROSO TENIS DE MESA,CLUB DEPORTIVO,table tennis,http://www.wikidata.org/entity/Q3930,,RUA C/EMILIA PARDO BAZÁN Nº40 40,RUA C/EMILIA PARDO BAZÁN,15888,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15060,Oroso,http://www.wikidata.org/entity/Q924131,981694931,686449556,www.orosotm.es,2010-04-09
C-01605,G32102089,SOCIEDADE DE PESCA ALARICANA,CLUB DEPORTIVO,PESCA E CASTING,,,"CTRA. STA. MARIÑA, 4-2º",CTRA. STA. MARIÑA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32001,Allariz,http://www.wikidata.org/entity/Q1438879,690629370,690629370,,1900-01-01
X-14533,G70574314,KUNG FU CARBALLO,SECCIÓN DEPORTIVA,kung fu,http://www.wikidata.org/entity/Q208607,,"GRAN VÍA, 71 BAIXO",GRAN VÍA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15019,Carballo,http://www.wikidata.org/entity/Q166137,689897776,689897776,,2022-10-13
C-04004,,C. PETANCA CABRAL,CLUB DEPORTIVO,petanque,http://www.wikidata.org/entity/Q189317,,RUA FIGUEIRAS 65,RUA FIGUEIRAS,36215,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,670979244,,,1993-07-31
C-14532,G72655582,CLUBE CICLISTA FILLOS DO SEIXO,CLUB DEPORTIVO,CICLISMO,,,"Pirinxel, nº8",Pirinxel,15177,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15058,Oleiros,http://www.wikidata.org/entity/Q688611,644108231,670253552,,2022-10-10
C-03175,G70538616,C. D. FONTEMAYOR F.C.,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"Campo Municipal de Tarrio c/As Paxariñas, s/n",Campo Municipal de Tarrio c/As Paxariñas,15189,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15031,Culleredo,http://www.wikidata.org/entity/Q1113450,609905971,,,1991-09-18
C-00714,G15286206,SALMO C. DE PESCA DEPORTIVA  DE LA CORUÑA,CLUB DEPORTIVO,chess,http://www.wikidata.org/entity/Q718,,"CARRETERA DE CIRCUNVALACIÓN, 14 BAJO",CARRETERA DE CIRCUNVALACIÓN,15002,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,981.206641,,,1985-12-02
,,,,PESCA E CASTING,,,,,,,,,,,,,,,
C-12005,G94106325,CLUB BIQUEIRA,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,XIMNASIA RÍTMICA,RUA REBOREDO 73,RUA REBOREDO,36980,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36022,O Grove,http://www.wikidata.org/entity/Q929161,696136955,,,2014-07-28
C-12679,G94142221,"ESCUELA DE FÚTBOL SPORT 2017, S.D.",CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"TRAVESIA TRAVESÍA DO AREAL, 6 6",TRAVESIA TRAVESÍA DO AREAL,36970,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36051,Sanxenxo,http://www.wikidata.org/entity/Q840355,627977205,,,2016-06-29
C-14529,G72502248,PÁDEL PISTA 7 S.D.,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,"RÚA XAZMÍNS, 25-27, 2º",RÚA XAZMÍNS,15100,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15019,Carballo,http://www.wikidata.org/entity/Q166137,674102511,674102511,,2022-10-05
C-14251,G16794968,CLUB INDALO PATINAJE ARTISTICO,CLUB DEPORTIVO,skating,http://www.wikidata.org/entity/Q14300548,PATINAXE ARTÍSTICO,"AVDA. CASTELAO, BLOQUE J, Nº 50, 2º A",AVDA. CASTELAO,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,639434619,,,2021-09-10
C-09707,,ATHLETICS FISIOTERAPIA SAN LAZARO,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,"LG A PORTELA - COUSO, 3",LG A PORTELA - COUSO,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36021,Gondomar,http://www.wikidata.org/entity/Q1607596,678659357,,,2008-03-31
C-14199,G06878797,CLUB DEPORTIVO DAIGORO,CLUB DEPORTIVO,JUDO E D.A.,,,RUA MÉDICO DURÁN 11 BAJOnull,RUA MÉDICO DURÁ,15005,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,657560796,657560796,,2021-06-11
C-11644,G27448752,CLUB KORBIS,CLUB DEPORTIVO,VOLEIBOL,http://www.wikidata.org/entity/Q1734,,RUA RAMÓN VALLE INCLÁN 9 BAIXOnull,RUA RAMÓN VALLE INCLÁ,27400,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27031,Monforte de Lemos,http://www.wikidata.org/entity/Q818341,686874589,686874589,,2013-07-17
,,,,TRÍATLON E PENTATLÓN MODERNO,http://www.wikidata.org/entity/Q10980,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-01170,G70011291,S. H.PALMEIRA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"RÚA DO MONTE, 12",RÚA DO MONTE,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15073,Ribeira,http://www.wikidata.org/entity/Q904130,667718246,981838716,,1987-07-20
C-14527,G15651474,ESCOLA FÚBOL BASE CORCUBIÓN,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"RÚA MÁRTIRES, 24",RÚA MÁRTIRES,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15028,Corcubión,http://www.wikidata.org/entity/Q581367,661348339,661348339,,2022-09-30
C-11342,G70345400,JUDO HÉRCULES,CLUB DEPORTIVO,JUDO E D.A.,,,RUA NOVOA SANTOS 42 6A,RUA NOVOA SANTOS,15006,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,667896263,666621525,www.judohercules.com,2012-09-12
C-00738,G15226160,C. HALTEROFILIA CORUÑA,CLUB DEPORTIVO,weightlifting,http://www.wikidata.org/entity/Q83462,,"PALACIO DE LOS DEPORTES (GIMNASIO DE HALTEROFILIA)  RIAZOR, S/N R/ MANUEL MURGUÍA S/N",PALACIO DE LOS DEPORTES (GIMNASIO DE HALTEROFILIA)  RIAZOR,15011,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,675525767,628269614,,1986-01-17
C-14526,,ACADEMIA DE CICLISMO CIDADE DE RIBEIRA,CLUB DEPORTIVO,CICLISMO,,,"ROSALÍA DE CASTRO, 28, 4ºA",ROSALÍA DE CASTRO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15073,Ribeira,http://www.wikidata.org/entity/Q904130,639848546,639848546,,2022-09-29
C-12834,G70511415,CLUB RALLYE RIAS ALTAS,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,"AVENIDA SAN ROQUE DE FÓRA, 1A, 3ºA",AVENIDA SAN ROQUE DE FÓRA,15008,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,981784955,,,2016-12-29
C-14525,G72455413,CLUB SQUADRA BOQUEIXÓN,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,XIMNASIA RÍTMICA,"RÚA FORTE, 29",RÚA FORTE,15881,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15012,Boqueixón,http://www.wikidata.org/entity/Q1369014,630406646,630406646,,2022-09-29
C-12162,G70438056,TRIATLON ARTEIXO,CLUB DEPORTIVO,TRÍATLON E PENTATLÓN MODERNO,,"TRÍATLON, DUATLÓN",TRAVESIA TRAVESIA DE ARTEIXO 339 Baixonull,TRAVESIA TRAVESIA DE ARTEIXO,15142,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15005,Arteixo,http://www.wikidata.org/entity/Q996161,658333854,610254869,,2014-12-26
,,,,competitive swimming,http://www.wikidata.org/entity/Q31920,,,,,,,,,,,,,,
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
C-12747,G70501051,ASOCIACIÓN DEPORTIVA GOL DE ORO,CLUB DEPORTIVO,VOLEIBOL,http://www.wikidata.org/entity/Q1734,"FÚTBOL PRAIA, VOLEY-PRAIA","RÚA FORCAREY, 5, BAJO",RÚA FORCAREY,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,644750086,644750086,,2016-09-19
,,,,futsal,http://www.wikidata.org/entity/Q171401,,,,,,,,,,,,,,
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
C-02661,G15257967,CLUB DE FÚTBOL JUVENTUD DE CABANAS,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"CAMIÑO DA VEIGA, 20",CAMIÑO DA VEIGA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15069,Pontedeume,http://www.wikidata.org/entity/Q765283,655393141,,,1990-05-04
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-03066,G15324692,C. BALONMÁN NARÓN,CLUB DEPORTIVO,handball,http://www.wikidata.org/entity/Q8418,,"ESTRADA ESTRADA DA GANDARA, Nº 148",ESTRADA ESTRADA DA GANDARA,15570,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15054,Narón,http://www.wikidata.org/entity/Q1368896,689045233,698123360,,1991-04-22
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-11791,G72630445,"CLUB HÍPICO ""A ESTIVADA""",CLUB DEPORTIVO,equestrian sport,http://www.wikidata.org/entity/Q902378,,"LUGAR LG. ESFARRAPA - SAN ORENTE, 6",LUGAR LG. ESFARRAPA - SAN ORENTE,15230,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15062,Serra de Outes,http://www.wikidata.org/entity/Q936870,645260852,645260854,,2013-12-13
C-09193,G70093117,VETERANOS BEMANTES C.F.,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA RAXEL 10 1ºanull,RUA RAXEL,15630,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15048,Miño,http://www.wikidata.org/entity/Q1616112,981782525,674586885,,2007-01-22
C-13400,,CLUB DEPORTIVO VINCIOS,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"VINCIOS- POLÍGONO DA PASAXE, 5",VINCIOS- POLÍGONO DA PASAXE,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36021,Gondomar,http://www.wikidata.org/entity/Q1607596,626668805,,,2018-10-17
C-12736,,O GROVE RACKET CLUB,CLUB DEPORTIVO,tennis,http://www.wikidata.org/entity/Q847,,"LUGAR LG. O CARREIRO, 9 - SAN VICENTE 9",LUGAR LG. O CARREIRO,36988,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36022,O Grove,http://www.wikidata.org/entity/Q929161,619849862,,,2016-09-15
C-14233,G06976526,POLC TKD INTERNATIONAL TEAM,CLUB DEPORTIVO,DEPORTE XERAL,,MMA (ARTES MARCIAIS MIXTAS),"RÚA LOSADA DIÉGUEZ, Nº 4, BAIXO",RÚA LOSADA DIÉGUEZ,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36038,Pontevedra,http://www.wikidata.org/entity/Q12411,630022227,,,2021-08-17
C-14563,G72444607,CASTELO PADEL CLUB,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,"N-120 KM. 637, Nº 66",N-,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36030,Mondariz,http://www.wikidata.org/entity/Q639229,627209476,,,2022-11-29
F-00005,G15062193,FEDERACIÓN GALEGA DE ESPELEOLOXÍA,FEDERACIÓN DEPORTIVA GALEGO,caving,http://www.wikidata.org/entity/Q200341,,RUA  FOTÓGRAFO LUIS KSADO-CASA DO DEPORTE  17 null15,RUA  FOTÓGRAFO LUIS KSADO-CASA DO DEPORTE,36209,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,982507227,,www.espeleoloxia.org,1983-10-14
C-14524,G72624943,CLUB CICLISTA A RUÑA,CLUB DEPORTIVO,CICLISMO,,,"AVDA 13 DE ABRIL, 45",AVDA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15045,Mazaricos,http://www.wikidata.org/entity/Q1442814,678724176,678724176,,2022-09-27
C-00443,G15120678,MOTO CLUB CORUÑA/ESCUDERÍA CENTOLLO,CLUB DEPORTIVO,MOTOCICLISMO,,,RÚA AMPARO LÓPEZ JEANS 2-10,RÚA AMPARO LÓPEZ JEANS,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15031,Culleredo,http://www.wikidata.org/entity/Q1113450,881888736,678624597,,1984-12-21
,,,,auto racing,http://www.wikidata.org/entity/Q5386,,,,,,,,,,,,,,
C-00600,G15260425,S. D. ARAÑO,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA CAPELA 67,RUA CAPELA,15984,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15072,Rianxo,http://www.wikidata.org/entity/Q835911,655125972,,,1985-07-08
,,,,handball,http://www.wikidata.org/entity/Q8418,,,,,,,,,,,,,,
C-14523,,RODRIFER RALLYE TEAM,CLUB DEPORTIVO,auto racing,http://www.wikidata.org/entity/Q5386,,"TERRAXIS - MONCELOS, 1",TERRAXIS - MONCELOS,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27001,Abadín,http://www.wikidata.org/entity/Q304757,622477191,622477191,,2022-09-23
C-14522,G72537160,C.B. PAIOSACO,CLUB DEPORTIVO,basketball,http://www.wikidata.org/entity/Q5372,,"RÍO ALLONES, 23, 2ºA",RÍO ALLONES,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15041,A Laracha,http://www.wikidata.org/entity/Q924043,622861312,622861312,,2022-09-22
C-14521,G72509342,MADERAS BARCIA CERVO,CLUB DEPORTIVO,TRÍATLON E PENTATLÓN MODERNO,,,"AVDA. DA MARIÑA, 17 4ºA",AVDA. DA MARIÑA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27013,Cervo,http://www.wikidata.org/entity/Q1616622,610916696,610916696,,2022-09-22
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-08947,G27343060,AGRUPACION DEPORTIVA VETERANOS BRETAÑA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"PRAZA DE BRETAÑA, 2",PRAZA DE BRETAÑA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,982221311,,,2006-06-19
C-00929,G27136266,S. DE CAZADORES A FROUXEIRA DE FOZ,CLUB DEPORTIVO,CAZA,,,"CENTEAS, 15 - OIRÁN",CENTEAS,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27030,Mondoñedo,http://www.wikidata.org/entity/Q840362,696225540,,,1986-10-17
C-10035,G70199773,CLUB RIALTO,CLUB DEPORTIVO,sailing,http://www.wikidata.org/entity/Q14085739,"ATLETISMO, BALONCESTO, PÁDEL","PRAZA DE MARÍA PITA, 2 BAIXO",PRAZA DE MARÍA PITA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,666472820,,,2009-02-11
,,,,futsal,http://www.wikidata.org/entity/Q171401,,,,,,,,,,,,,,
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-05464,G36036762,SOCIEDADE DE CAZA E PESCA DE FORCAREI,CLUB DEPORTIVO,PESCA E CASTING,,,RÚA REGUEIRA Nº 21,RÚA REGUEIRA,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36018,Forcarei,http://www.wikidata.org/entity/Q385667,639375374,,,1997-06-11
,,,,CAZA,,,,,,,,,,,,,,,
C-02192,G36111300,C. DE REMO ROBALEIRA,CLUB DEPORTIVO,rowing,http://www.wikidata.org/entity/Q159354,,RUA C/ROSAL MUIÑO DE ABAIXO S/N,RUA C/ROSAL MUIÑO DE ABAIXO,36780,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36023,A Guarda,http://www.wikidata.org/entity/Q300433,687242706,,,1989-06-07
,,,,canoeing and kayaking,http://www.wikidata.org/entity/Q213934,,,,,,,,,,,,,,
C-11231,G70333828,CLUB PATÍN OROSO,CLUB DEPORTIVO,HOCKEY,,,RUA RÚA DO DEPORTE S/N (PAVILLÓN) SIGÜEIRO,RUA RÚA DO DEPORTE,15888,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15060,Oroso,http://www.wikidata.org/entity/Q924131,618283011,609222627,,2012-05-15
,,,,skating,http://www.wikidata.org/entity/Q14300548,,,,,,,,,,,,,,
C-08384,,S. Q. E M.,CLUB DEPORTIVO,MOTOCICLISMO,,ENDURO,RUA Ande 36,RUA Ande,36619,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36060,Vilagarcía de Arousa,http://www.wikidata.org/entity/Q1442637,986512767,654336705,,2005-01-21
C-14519,G27329606,AGRUPACIÓN DEPORTIVA VETERANS MONFORTE,CLUB DEPORTIVO,tennis,http://www.wikidata.org/entity/Q847,,CARRETERA  DE CHANTADA 302,CARRETERA  DE CHANTADA,27400,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27031,Monforte de Lemos,http://www.wikidata.org/entity/Q818341,659458607,659458590,,2005-10-20
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-14454,G10848299,CLUB FERROL ATLETISMO,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,RUA AVDA SANTA MARINA 3 1º,RUA AVDA SANTA MARINA,15505,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,646455911,649981839,,2022-06-06
C-02992,G27139013,CLUB TRIATLON CIDADE DE LUGO FLUVIAL,CLUB DEPORTIVO,TRÍATLON E PENTATLÓN MODERNO,,TRÍATLON,RUA  CONDE 48 1B,RUA  CONDE,27003,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27028,Lugo,http://www.wikidata.org/entity/Q11125,646267834,646609171,,1991-02-18
,,,,competitive swimming,http://www.wikidata.org/entity/Q31920,,,,,,,,,,,,,,
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-02831,G27132679,ASOCIACION DEPORTIVA MONDOÑEDO CIUDAD,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA FONTE VELLA 4,RUA FONTE VELLA,27740,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27030,Mondoñedo,http://www.wikidata.org/entity/Q840362,982521420,982521420,,1990-11-20
C-00155,G36658219,CLUB VIGO VOLEIBOL,CLUB DEPORTIVO,VOLEIBOL,http://www.wikidata.org/entity/Q1734,VOLEY-PRAIA,RUA  BOLIVIA 2 6ºC,RUA  BOLIVIA,36203,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36057,Vigo,http://www.wikidata.org/entity/Q8745,986480231,986480231,,1984-01-23
C-11935,,ASOCIACIÓN DEPORTIVA 6D,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,TRÍATLON,"RÚA CASTELAO, 25 - 4º B",RÚA CASTELAO,,36,Pontevedra Province,http://www.wikidata.org/entity/Q95086,36060,Vilagarcía de Arousa,http://www.wikidata.org/entity/Q1442637,607291743,,,2014-05-06
,,,,tennis,http://www.wikidata.org/entity/Q847,,,,,,,,,,,,,,
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-00114,G15064181,C. DE REGATAS DE PERILLO,CLUB DEPORTIVO,sailing,http://www.wikidata.org/entity/Q14085739,,AVENIDA AVDA. DAS AMERICAS 33,AVENIDA AVDA. DAS AMERICAS,15172,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15058,Oleiros,http://www.wikidata.org/entity/Q688611,607468253,677714429,www.clubregatasperillo.com,1983-12-06
