NÚMERO;NIF;DENOMINACION;TIPO_ENTIDADE;MODALIDADES;ESPECIALIDADES;ENDEREZO;CP;CÓDIGO ;PROVINCIA;CÓDIGO CONCELLO;CONCELLO;TELÉFONO 1;TELÉFONO 2;PÁXINA WEB;FECHA_ALTA
C-00144;G36650885;C. CICLISTA VIGUES;CLUB DEPORTIVO;CICLISMO;CICLOTURISMO; RUA ARAGON, 236, 1ºC;36207;36;PONTEVEDRA;36057;VIGO;986379681;627352558;www.ccvigues.es;29/12/1983
C-12575;G27827781;CLUB DEPORTIVO KICKBOXING MOS;CLUB DEPORTIVO;KICKBOXING E MUAYTHAI, BOXEO;; CARRETERA ESTRADA PORRIÑO-REDONDELA 32 nullC;36419;36;PONTEVEDRA;36033;MOS;615964065;;;01/03/2016
C-06892;G27753201;CLUB DE BOLOS SANTIAGO DE PARADA;CLUB DEPORTIVO;BOLOS;BOLO CELTA; PRAZA PRAZA DE CARRASCA,10 8;36379;36;PONTEVEDRA;36035;NIGRÁN;986352876;;;02/02/2001
C-00838;G36658052;S.D.C. MARCOTE;CLUB DEPORTIVO;BALONCESTO;; COLEGIO MARCOTE, AVDA. DEL PUENTE, 80;;36;PONTEVEDRA;36057;VIGO;986251511;986251511;;01/01/1900
C-02298;G36134740;C. S.D. SANTOME;CLUB DEPORTIVO;FÚTBOL;FUTBOL SIETE; IGLESARIO, 26 B;;36;PONTEVEDRA;36026;MARÍN;651600991;;;18/10/1989
C-04268;G36648319;CENTRO CULTURAL Y D. BOLOS DA CARRASCA;CLUB DEPORTIVO;PETANCA, BOLOS;; PRAZA PRAZA DA CARRASCA Nº 3 - 1º - PARADA 21 - --;36379;36;PONTEVEDRA;36035;NIGRÁN;986352876;667675165;;15/02/1994
C-12680;G94142486;XIMNASIA VILA DE MARÍN;CLUB DEPORTIVO;XIMNASIA;; RUA Concepción Arenal  70  2ºA;36900;36;PONTEVEDRA;36026;MARÍN;619214292;;;06/07/2016
C-04392;G36217701;CLUB PIRAGÜISMO CAMBADOS;CLUB DEPORTIVO;PIRAGÜISMO;; ALAMEDA 11;36630;36;PONTEVEDRA;36006;CAMBADOS;627648356;627648356;;08/07/1994
C-10475;;CLUB DEPORTIVO PINARIUM;CLUB DEPORTIVO;ATLETISMO, DEPORTE XERAL;TRÍATLON, DUATLÓN, CARRETEIRA; LUGAR IGREXARIO SANTOMÉ 26 Bnull;36914;36;PONTEVEDRA;36026;MARÍN;660395622;626496128;www.pinarium.com;10/05/2010
F-01555;G36663664;FEDERACIÓN GALEGA DE MOTONÁUTICA;FEDERACIÓN DEPORTIVA GALEGO;MOTONÁUTICA;; RUA LUIS KSADO  17 null9;36209;36;PONTEVEDRA;36057;VIGO;986222440;;;30/05/1988
X-12291;G70448055;LOBOS (ASOCIACIÓN VALENTE);SECCIÓN DEPORTIVA;FÚTBOL AMERICANO, RUGBY;FÚTBOL FLAG; TRAVESÍA DE MONTOUTO, 22, PLANTA BAIXA(URB. OS ROSAIS);;15;A CORUÑA;15082;TEO;609855920;626240985;;03/06/2015
X-14636;G70492319;CLUB DEPORTIVO SUÉVIA FÚTEBOL GAÉLICO;SECCIÓN DEPORTIVA;FÚTBOL;FÚTBOL GAÉLICO; RÚA SANTA CLARA, 21, BAIXO;;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;690910260;690910260;;16/03/2023
C-07581;G15863079;CLUB ACUÁTICO LARACHA;CLUB DEPORTIVO;SALVAMENTO E SOCORRISMO, TRÍATLON E PENTATLÓN MODERNO, NATACIÓN;WATERPOLO; RUA LINO GÓMEZ CANEDO (INTERIOR PISCINA);15145;15;A CORUÑA;15041;LARACHA, A;639078844;669237759;;29/10/2002
C-13346;G27503465;CLUB PIÑA TEAM;CLUB DEPORTIVO;RUGBY, TRÍATLON E PENTATLÓN MODERNO, MONTAÑISMO, JUDO E D.A., CICLISMO, BOXEO, ATLETISMO;; RUA MAR CANTÁBRICO 127;27003;27;LUGO;27028;LUGO;637955365;637955365;;11/09/2018
C-09822;G32385304;CLUB FLUVIAL AVIÓN - CASTRELO DE MIÑO;CLUB DEPORTIVO;VELA, REMO, PIRAGÜISMO;KAYAK POLO; RUA C/ CAPILLA,  15;32430;32;OURENSE;32022;CASTRELO DE MIÑO;988486000;988486000;;10/07/2008
C-04857;G27202324;C.E CICLISTA BURELA;CLUB DEPORTIVO;CICLISMO;CICLOTURISMO; ARCADIO PARDIÑAS 129 2 D;;27;LUGO;27902;BURELA;658901470;652827342;;27/11/1995
C-13623;G27290071;CLUB SORDOS LUCENSES;CLUB DEPORTIVO;PÁDEL, TENIS DE MESA, FÚTBOL SALA, BALONCESTO;; RÚA POETA EDUARDO PONDAL, 22 BAIXO;;27;LUGO;27028;LUGO;982201113;982201113;;10/02/2003
C-12937;G94159720;ALBARIÑO VETERANOS;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; AVDA. VILARIÑO, Nº  55;;36;PONTEVEDRA;36006;CAMBADOS;986542734;986542734;;15/05/2017
C-00259;G36041978;S. D. TEUCRO;CLUB DEPORTIVO;BALONMÁN;; RUA JUAN MANUEL PINTOS, S/N - 1º ANDAR - OFIC. 2 5;36005;36;PONTEVEDRA;36038;PONTEVEDRA;639711387;657965357;;11/05/1984
C-00227;;C. COL. APOSTOL SANTIAGO;CLUB DEPORTIVO;XIMNASIA, PATINAXE, KARATE, FÚTBOL, BALONCESTO, ATLETISMO;XIMNASIA RÍTMICA; RUA SANJURJO BADÍA 79;36207;36;PONTEVEDRA;36057;VIGO;986371011;;https://federadoapostol.blogspot.com/;10/04/1984
C-06635;G42718841;SOCIEDAD DEPORTIVA DE CAZADORES COTO DE BALDAIO;CLUB DEPORTIVO;CAZA;; LUGAR DE NOICELA, 1;;15;A CORUÑA;15019;CARBALLO;679326341;;;14/06/2000
C-13226;G32489890;ARQUEIROS DO SIL 2002;CLUB DEPORTIVO;TIRO CON ARCO;; PRAZA R/ PABLO VI, Nº5;32350;32;OURENSE;32072;RÚA, A;635969706;635969706;;23/03/2018
C-01451;G15348592;S. D. CASTRIZ;CLUB DEPORTIVO;FÚTBOL;; LUGAR PADREIRO,1;;15;A CORUÑA;15077;SANTA COMBA;636033610;636033610;;23/02/1988
C-03277;G15626997;CLUB DEPORTIVO  NÁUTICO DE MIÑO;CLUB DEPORTIVO;SURF, VELA, REMO, PIRAGÜISMO, MOTONÁUTICA, DEPORTE XERAL;WINDSURF; RUA PORTO DE MIÑO S/N;15630;15;A CORUÑA;15048;MIÑO;676317917;610173542;www.cdnmino.org;16/10/1991
C-00591;G15068760;CLUB TORRE S.D.;CLUB DEPORTIVO;XADREZ, FÚTBOL, BALONMÁN, BALONCESTO, ATLETISMO;; AVENIDA AVDA.DE NAVARRA, Nº 59 , BAJO IZQ;15008;15;A CORUÑA;15030;CORUÑA, A;674502506;617834931;;10/06/1985
C-09953;G36593390;CLUBE (S.R.) SOBRE RODAS;CLUB DEPORTIVO;MOTOCICLISMO;; LUGAR PRAZA DA IGREXA - BARCIA 1;36519;36;PONTEVEDRA;36024;LALÍN;649861705;;;12/11/2008
C-10216;;SPD DEZA 2019;CLUB DEPORTIVO;PÁDEL, TENIS, NATACIÓN, CICLISMO, BALONMÁN, BÁDMINTON, ATLETISMO;; AVENIDA DO PARQUE 31 31;36540;36;PONTEVEDRA;36052;SILLEDA;661776142;;;04/09/2009
C-07602;G36428498;ALAMBIKE CLUB CICLOTURISTA;CLUB DEPORTIVO;CICLISMO;CICLOTURISMO; RÚA MARUJA GUTIÉRREZ, 2 - 5º B;;36;PONTEVEDRA;36024;LALÍN;627590636;;;26/11/2002
C-03735;;CULTURAL DEPORTIVA PORTAS;CLUB DEPORTIVO;XADREZ, TENIS, FÚTBOL, BALONCESTO;; LUGAR A RAPEIRA 10;36658;36;PONTEVEDRA;36040;PORTAS;607390889;;;21/12/1992
C-03229;G36143808;C. PEÑA CULTURAL Y D. BLANCO Y NEGRO;CLUB DEPORTIVO;PETANCA, FÚTBOL;; BAIXADA AVD. EIDOS DE VILAR, 18 18;36815;36;PONTEVEDRA;36045;REDONDELA;690841410;;;25/09/1991
C-00961;;A. D. CULTURAL DORNA;CLUB DEPORTIVO;PÁDEL, XIMNASIA, XADREZ, VOLEIBOL, VELA, TENIS DE MESA, TENIS, TAEKWONDO, PIRAGÜISMO, NATACIÓN, KARATE, FÚTBOL, CICLISMO, BALONCESTO, ATLETISMO, DEPORTE XERAL;FÚTBOL GAÉLICO, XIMNASIA RÍTMICA; RUA NAVAL 14;36626;36;PONTEVEDRA;36901;ILLA DE AROUSA, A;649190098;;;10/12/1986
A-12584;G94144771;AGRUPACIÓN DEPORTIVA ESCOLAR TERRAS DO ULLA UMIA;AGRUPACIÓN DEPORTIVA ESCOLAR;ORIENTACIÓN, XIMNASIA, XADREZ, VOLEIBOL, TENIS DE MESA, PIRAGÜISMO, PATINAXE, FÚTBOL SALA, BALONMÁN, BALONCESTO, BÁDMINTON, ATLETISMO;; TRAVESÍA AS LOMBAS, 56;;36;PONTEVEDRA;36010;CATOIRA;620859358;;;08/03/2016
C-05273;;A. CULTURAL DEPORTIVA ALBATROS;CLUB DEPORTIVO;XADREZ;; RUA TOMIÑO 8;36780;36;PONTEVEDRA;36023;GUARDA, A;649889884;;https://www.xadrezalbatros.com/Portal/;27/11/1996
C-05274;G36277861;SARAIBA E.D. POIO;CLUB DEPORTIVO;XIMNASIA;; LUGAR A SECA, 1 (PAVILLÓN) 1;36995;36;PONTEVEDRA;36041;POIO;652028092;628661333;;27/11/1996
C-05243;G15580558;S.E D. VALDOVIÑO;CLUB DEPORTIVO;FÚTBOL;; RUA R/ PUERTA DEL SOL, 16 (MUEBLES VALDOVIÑO) 16;15552;15;A CORUÑA;15087;VALDOVIÑO;639218977;649298382;;27/11/1996
C-06377;G15718703;C. CORUÑA VETERAN CAR;CLUB DEPORTIVO;AUTOMOBILISMO;; JUAN DE LA CIERVA, Nº 13-A PISO 1º;;15;A CORUÑA;15030;CORUÑA, A;981276497;628743870;;26/10/1999
X-14633;G16922411;ONDAS TELEFÓNICAS (ONDASTEL);SECCIÓN DEPORTIVA;PETANCA;; RUA RÚA POETA CURROS ENRÍQUEZ 7 4ºB;27004;27;LUGO;27028;LUGO;619569448;619569448;;09/03/2023
C-03665;G15397169;C. XADREZ PADRON;CLUB DEPORTIVO;XADREZ;; RUA SOL,  3;15900;15;A CORUÑA;15065;PADRÓN;981811271;679167890;;09/09/1992
C-04965;G15560022;C. CICLISTA MUROS;CLUB DEPORTIVO;TRÍATLON E PENTATLÓN MODERNO, CICLISMO;CICLO-CROSS, TRÍATLON, BICICLETA MONTAÑA (BTT); CARRETERA DEL PARDAL, EDIF. CAPITAN PARDAL, 2 - 2º A;;15;A CORUÑA;15053;MUROS;675178179;;;20/03/1996
C-14632;;CENTRO ECUESTRE LA FINCA;CLUB DEPORTIVO;HÍPICA;; LUGAR FONTE,9;;15;A CORUÑA;15017;CAMBRE;687211050;687211050;;08/03/2023
C-03531;G32244022;CLUBE CICLISTA DUAS RODAS;CLUB DEPORTIVO;CICLISMO;; RUA ARTURO PEREZ SERANTES, 5 BAIXO 5 BJnull;32005;32;OURENSE;32054;OURENSE;988245308;647635442;;09/04/1992
C-13108;G70537832;CLUB TRIATLÓN NEGREIRA;CLUB DEPORTIVO;TRÍATLON E PENTATLÓN MODERNO, ATLETISMO;DUATLÓN; RUA TERESA FABEIRO CAAMAÑO 13 5ºD;15830;15;A CORUÑA;15056;NEGREIRA;679475525;618845706;;16/10/2017
C-00348;G15149230;ESCOLA LUBIANS DE HÓCKEY E PATINAXE;CLUB DEPORTIVO;PATINAXE;HOCKEY SOBRE PATÍNS, PATINAXE ARTÍSTICO; RUA CARBALLO CALERO, S/N;15105;15;A CORUÑA;15019;CARBALLO;679871162;679871162;;02/10/1984
C-12408;G70466685;CLUB DEPORTIVO GALOGRIN;CLUB DEPORTIVO;BALONCESTO;; URBANIZACION URB. OS VERXELES, 22;15886;15;A CORUÑA;15082;TEO;699548902;687720519;www.galogrin.es;05/10/2015
C-14629;P2701900F;ESCOLAS DEPORTIVAS MUNICIPAIS CONCELLO DE PORTOMARÍN;CLUB DEPORTIVO;HOCKEY, PATINAXE, FÚTBOL SALA, BALONCESTO, BÁDMINTON;; PRAZA DO CAMIÑO, 1 BAIXO;;27;LUGO;27049;PORTOMARÍN;982545070;;;02/03/2023
C-03503;G15368137;TRAZO CLUB DE FÚTBOL;CLUB DEPORTIVO;FÚTBOL;; VIAÑO PEQUENO, 34;15687;15;A CORUÑA;15086;TRAZO;620771127;650852869;;05/03/1992
C-03709;G27160605;C. CICLISTA MURALLA;CLUB DEPORTIVO;CICLISMO;; RÚA RÍO EO, 29 5ºD;;27;LUGO;27028;LUGO;982242656;630958864;;23/11/1992
C-14301;G67729020;ESCUDERIA SAN PAIO;CLUB DEPORTIVO;AUTOMOBILISMO;; LUGAR RÚA SOBRADO 7;36682;36;PONTEVEDRA;36017;ESTRADA, A;600517893;986590126;;22/11/2021
C-11036;G27429521;CLUB DE TIRO SAN FROILAN;CLUB DEPORTIVO;TIRO OLÍMPICO;; RUA SAN ROQUE 119 2C-POS;27002;27;LUGO;27028;LUGO;609245276;;;23/11/2011
C-02348;G36118412;C. SPORTING GUARDES;CLUB DEPORTIVO;FÚTBOL;; RUA PLAZA DE ESPAÑA, 1º BAJO;36780;36;PONTEVEDRA;36023;GUARDA, A;629472972;655554184;;20/11/1989
C-01161;G36109148;C. SAN MIGUEL DE MARIN;CLUB DEPORTIVO;ATLETISMO;; LUGAR PAVILLÓN MUNICIPAL A RAÑA, S/N;36900;36;PONTEVEDRA;36026;MARÍN;666331789;650785001;;03/07/1987
C-00437;G36631992;S. VIGUESA DE TIRO OLIMPICO;CLUB DEPORTIVO;TIRO OLÍMPICO;; DR. CARRACIDO Nº 13;;36;PONTEVEDRA;36057;VIGO;986266397;986240330;;21/12/1984
C-12443;G94130242;CLUB BÁDMINTON TUI;CLUB DEPORTIVO;BÁDMINTON;; RUA A GUARDA 4 BAIXOE;36700;36;PONTEVEDRA;36055;TUI;649901305;606338057;;09/11/2015
C-09689;G27710730;CLUBE CICLISTA CORUXO;CLUB DEPORTIVO;TRÍATLON E PENTATLÓN MODERNO, CICLISMO, ATLETISMO;; CAMIÑO TINTUREIRA, 51;36330;36;PONTEVEDRA;36057;VIGO;615836409;607487231;;13/03/2008
C-11047;G27764174;C.P.A. ROSALEIRA MOS;CLUB DEPORTIVO;PATINAXE;PATINAXE ARTÍSTICO; URBANIZACIÓN SAN ELUTERIO, Nº 43, BAIXO;;36;PONTEVEDRA;36033;MOS;661386870;;;30/11/2011
C-11603;G27446558;CLUB CICLISTA TERRA CHA VILALBA;CLUB DEPORTIVO;CICLISMO;; RUA CIDADE DE VIVEIRO 8 BAIXOnull;27800;27;LUGO;27065;VILALBA;676009562;;;04/06/2013
C-08253;;CLUB COVELO PATINAXE ARTISTICA;CLUB DEPORTIVO;PATINAXE;; PRAZA DOS TROBEIROS 5;36872;36;PONTEVEDRA;36013;COVELO;617696369;;;14/09/2004
C-06822;G36371219;SPORTING CLUB SAN MATEO;CLUB DEPORTIVO;FÚTBOL, DEPORTE XERAL;BALONCESTO; BARRIO O CRUCEIRO S/N;36862;36;PONTEVEDRA;36042;PONTEAREAS;678857267;647292956;;28/11/2000
C-14628;G44783058;CLUB ESCOLA XADREZ CULLEREDO;CLUB DEPORTIVO;XADREZ;; PLAZA SAGRADA FAMILIA-VILABOA 2  P4 E;15174;15;A CORUÑA;15031;CULLEREDO;604004180;679819710;;28/02/2023
C-14467;G10838266;CLUB BILLAR XOVE;CLUB DEPORTIVO;BILLAR;; URBANIZACION EDIFICIO MULTIUSOS PALMEIRO S/N;27870;27;LUGO;27025;XOVE;650036832;650036832;;23/06/2022
C-00355;G32022626;C. PEÑA TREVINCA-BARCO;CLUB DEPORTIVO;ORIENTACIÓN, HOCKEY, VOLEIBOL, VELA, TIRO OLÍMPICO, TIRO A VOO, TENIS DE MESA, TENIS, PIRAGÜISMO, PESCA E CASTING, PATINAXE, NATACIÓN, MOTONÁUTICA, MOTOCICLISMO, MONTAÑISMO, HÍPICA, GOLF, FÚTBOL, ESQUÍ NÁUTICO, ESPELEOLOXÍA, DEPORTES DE INVERNO, CICLISMO, CAZA, BALONMÁN, BALONCESTO, AUTOMOBILISMO, ATLETISMO, DEPORTE XERAL;HOCKEY SOBRE PATÍNS, PRATO FEDECAT, PICHÓN A BRAZO, WATERPOLO, ESQUÍ ALPINO, ALA DELTA; LUGAR PABELLÓN MUNICIPAL CALABAGUEIROS;32300;32;OURENSE;32009;BARCO DE VALDEORRAS, O;626441175;626441175;;09/10/1984
C-14626;G44649499;AGILITY AsRon;CLUB DEPORTIVO;CAZA;AGILITY; RÚA AMEIXOADA, Nº 30;;36;PONTEVEDRA;36029;MOAÑA;627134873;;;27/02/2023
C-14635;;CLUB CICLISTA GARAJE CORSE;CLUB DEPORTIVO;CICLISMO;; RUA FERMÍN BOUZA BREY 1 2B;36860;36;PONTEVEDRA;36042;PONTEAREAS;690743877;690743877;;14/03/2023
C-02918;G36149714;AROMON PONTEVEDRA MONTAÑEIROS A ROELO;CLUB DEPORTIVO;ORIENTACIÓN, MONTAÑISMO, CICLISMO, ACTIVIDADES SUBACUÁTICAS;; RUA RÚA BENITO CORBAL 45 - 3º - OFICINA 5 45 3ºofi 5;36001;36;PONTEVEDRA;36038;PONTEVEDRA;659393544;;https://aromon.gal/;17/01/1991
C-14631;;ESCUDERIA EG MOTORSPORT;CLUB DEPORTIVO;AUTOMOBILISMO;; LUGAR CACHOPAL, Nº 1B;;36;PONTEVEDRA;36050;SALVATERRA DE MIÑO;886216287;;;08/03/2023
C-01053;G36696227;C. KUZUSHI DE LOITA;CLUB DEPORTIVO;LOITA E D.A.;; RUA SANJURJO BADIA, 184-5ºB 184 5B;36207;36;PONTEVEDRA;36057;VIGO;678671627;678616966;;10/03/1987
C-00525;;C. MARITIMO D. Y CULTURAL BREOGAN;CLUB DEPORTIVO;XADREZ, TENIS DE MESA, PIRAGÜISMO, BALONCESTO, DEPORTE XERAL;MMA (ARTES MARCIAIS MIXTAS); AVENIDA BEIRAMAR S/N;36980;36;PONTEVEDRA;36022;GROVE, O;617471113;616575914;;19/04/1985
C-10701;G32421562;JUDO CLUB MARBEL;CLUB DEPORTIVO;JUDO E D.A.;; RUA CARDENAL QUEVEDO 2;32004;32;OURENSE;32054;OURENSE;988239958;988239958;www.gimnasiomarbel.com;18/01/2011
C-04899;G36300655;C. ATLETICO AROUSANA;CLUB DEPORTIVO;FÚTBOL;; AVENIDA AVDA. AS CAROLINAS, 42 - 2ºB;36600;36;PONTEVEDRA;36060;VILAGARCÍA DE AROUSA;986506152;606226972;;11/01/1996
C-10951;;ASOCIACIÓN PARA EL DEPORTE Y OCIO DEL CABALLO (ADOC);CLUB DEPORTIVO;HÍPICA;EQUITACION, DOMA CLÁSICA, SALTOS; RÚA BERDUCEDO S/N (CASA DA CULTURA DE BERDUCEDO);;36;PONTEVEDRA;36029;MOAÑA;;;;16/09/2011
C-00644;G36702413;C. PETANCA VIGO;CLUB DEPORTIVO;PETANCA;; CALZADA PADRE SEIXAS, S/N.( PARQUE DA BOUZA);36209;36;PONTEVEDRA;36057;VIGO;986211673;;;30/09/1985
C-10420;;AGRUPACIÓN ATLÉTICA MAZÍ;CLUB DEPORTIVO;ATLETISMO;; RUA CONCEPCION ARENAL 19 4D;36600;36;PONTEVEDRA;36060;VILAGARCÍA DE AROUSA;692038884;;atletismomazi.es;23/03/2010
C-07421;;AGRUPACIÓN DE ATLETISMO ESCOLAR XOVENES ATLETAS;CLUB DEPORTIVO;ATLETISMO;; RUA Clara Campoamor 3 1 1G;36213;36;PONTEVEDRA;36057;VIGO;675949324;600404978;xovenesatletasvigo.org;06/06/2002
C-07784;;"CLUB DEPORTIVO ""A PAZ - 03""";CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL, BALONCESTO;FUTBOL SIETE; DOCTOR CARRACIDO Nº 140 1º B;;36;PONTEVEDRA;36057;VIGO;633077068;;;10/07/2003
C-03764;;S. DE CAZA A LANZADA;CLUB DEPORTIVO;TIRO OLÍMPICO, CAZA, DEPORTE XERAL;PRATO FEDECAT, RECORRIDOS DE CAZA, CAZA DE PELO Y PLUMA; CRUCEIRO, 2 - LOCAL USOS MÚLTIPLES Nº 2;;36;PONTEVEDRA;36051;SANXENXO;658959599;;;13/01/1993
C-08693;G27330620;CIRCULO CHANTADINO DE XADREZ;CLUB DEPORTIVO;XADREZ;; RUA RÚA EMILIA PARDO BAZÁN, 4-2º G 4 2G;27500;27;LUGO;27016;CHANTADA;618709980;;;07/11/2005
C-11001;G32423212;TRI OURENSE;CLUB DEPORTIVO;CICLISMO, DEPORTE XERAL;TRÍATLON; R/ ROI PÁEZ, Nº 2 - 5ª DRCHA;;32;OURENSE;32054;OURENSE;687751150;687751150;;25/10/2011
C-14659;;CLUB BAILE DEPORTIVO PONTEBAILE;CLUB DEPORTIVO;BAILE DEPORTIVO;; RÚA MANUEL LEIRAS PULPEIRO, Nº 7;;36;PONTEVEDRA;36038;PONTEVEDRA;617980453;;;21/04/2023
C-14623;G09947987;A.D. COTÁ;CLUB DEPORTIVO;TRÍATLON E PENTATLÓN MODERNO, NATACIÓN, CICLISMO, ATLETISMO;; RÚA VALLE INCLÁN, 21-1ºD;;27;LUGO;27028;LUGO;642552747;680112334;;13/02/2023
C-01575;G32147357;A.D. BOSCO-OURENSE;CLUB DEPORTIVO;FÚTBOL, BALONCESTO, BÁDMINTON;; PRAZA PLAZA DON BOSCO 1;32003;32;OURENSE;32054;OURENSE;988370537;613010769;https://www.boscosalesianosou.com;07/07/1988
C-11772;G27451582;ASOCIACION DEPORTIVA TRI-PENTA TERRAS DE LUGO;CLUB DEPORTIVO;TRÍATLON E PENTATLÓN MODERNO;; RUA TORRE DE DONCOS 27;27003;27;LUGO;27028;LUGO;677229408;;;20/11/2013
C-03852;G32168734;C. DE MONTAÑA TRIVES;CLUB DEPORTIVO;DEPORTES DE INVERNO, CICLISMO, DEPORTE XERAL;SENDEIRISMO / ANDAINAS, ESQUÍ DE FONDO, ESQUÍ ALPINO, BICICLETA MONTAÑA (BTT); PASEO DE SAN ROQUE, 4-1º;;32;OURENSE;32063;POBRA DE TRIVES, A;601696797;660407301;;31/03/1993
C-13848;G27513829;CLUB PADEL BURELA;CLUB DEPORTIVO;PÁDEL;; AVENIDA DA MARIÑA 58;27880;27;LUGO;27902;BURELA;663314444;680244557;;28/11/2019
C-12072;G32455602;KORPORE ARENTEIRO TRAIL;CLUB DEPORTIVO;MONTAÑISMO;SENDEIRISMO / ANDAINAS; PRAZA PRAZA JUAN CORRAL PAJARIÑO, 11-13 BAIXO;32500;32;OURENSE;32019;CARBALLIÑO, O;606737327;649435586;;02/10/2014
C-13067;G27496751;CLUB PETANCA LUGO;CLUB DEPORTIVO;PETANCA;; PARQUE DA MILAGROSA, 2;;27;LUGO;27028;LUGO;687468548;687468548;;25/09/2017
C-10686;G94039104;ARCADIA ESCOLA DE FÚTBOL;CLUB DEPORTIVO;BAILE DEPORTIVO, FÚTBOL, DEPORTE XERAL;BILLARDA; RUA ESTRADA DE SOUTOMAIOR 51;36690;36;PONTEVEDRA;36053;SOUTOMAIOR;669573927;;;29/12/2010
C-14634;;YESARENAS;CLUB DEPORTIVO;VOLEIBOL, TENIS, RUGBY, FÚTBOL, BALONMÁN;FÚTBOL PRAIA, VOLEY-PRAIA; LUGAR A RÚA 1;36947;36;PONTEVEDRA;36008;CANGAS;609610764;;;13/03/2023
C-14652;;AGRUPACION DE PETANQUEIROS DE PONTEVEDRA;CLUB DEPORTIVO;PETANCA;; LOCAL SOCIAL CENTRO SUR DE CAMPOLONGO RÚA LUÍS BRAILLE;;36;PONTEVEDRA;36038;PONTEVEDRA;666996223;;;14/04/2023
C-14622;G44551182;RAZA PALLEIRA;CLUB DEPORTIVO;ORIENTACIÓN, MONTAÑISMO;; CAMIÑO CAMIÑO SOUTO, Nº 28;36379;36;PONTEVEDRA;36035;NIGRÁN;696988067;;;09/02/2023
C-10634;;CLUB VIGO 100 X 100 DEPORTE;CLUB DEPORTIVO;TAEKWONDO, PATINAXE;PATINAXE ARTÍSTICO; AVD. RICARDO MELLA, 381 BJO.;;36;PONTEVEDRA;36057;VIGO;986491914;986491914;;20/10/2010
C-13900;G01736065;ESCOLA DEPORTIVA KICKBOXING O IRIXO;CLUB DEPORTIVO;KICKBOXING E MUAYTHAI, LOITA E D.A., KARATE, BOXEO;; R/ SAAVEDRA;;32;OURENSE;32035;IRIXO, O;610792472;610792472;;31/01/2020
C-05527;G36837243;MOTOCLUB A PEROXA;CLUB DEPORTIVO;MOTONÁUTICA, MOTOCICLISMO;; AVENIDA R/ ALEJANDRO PEDROSA, Nº 83 - 1º;32150;32;OURENSE;32054;OURENSE;629726103;629726103;;04/09/1997
C-02313;G27136472;GRUPO DE ESPELEOLOXIA, MONTAÑA Y AIRE LIBRE VAL DA NEBOA;CLUB DEPORTIVO;MONTAÑISMO, ESPELEOLOXÍA, DEPORTES DE INVERNO;ACAMPADA, ESQUÍ ALPINO; CELSO EMILIO FERREIRO, 83 - 3º B;;27;LUGO;27031;MONFORTE DE LEMOS;699721057;661412493;;27/10/1989
C-00118;G27033000;CLUB POLIDEPORTIVO MARISTAS LUGO;CLUB DEPORTIVO;XADREZ, TENIS DE MESA, FÚTBOL, BÉISBOL E SÓFTBOL, BALONMÁN, BALONCESTO, ATLETISMO;; PRAZA ANGEL LOPEZ PEREZ - APARTADO DE CORREOS 274 2;27002;27;LUGO;27028;LUGO;982280392;659809609;;07/12/1983
C-14619;G44574127;CLUB CAZADORES PEÑA PIÑEIRA TUIRIZ;CLUB DEPORTIVO;TIRO OLÍMPICO, CAZA;; PACIOS, 9 - SEOANE;;27;LUGO;27031;MONFORTE DE LEMOS;670730140;670730140;;06/02/2023
C-13616;G27867571;CLUB DEPORTIVO ATLANTIGAS;CLUB DEPORTIVO;CICLISMO, ATLETISMO, DEPORTE XERAL;TRÍATLON; RONDA FONTIÑAS 123 2D;27002;27;LUGO;27028;LUGO;653131926;;atlantigas.com;20/03/2019
C-14620;G44685493;ESTRELA VERMELLA DE ALLARIZ;CLUB DEPORTIVO;FÚTBOL;; CARRETERA ESTRADA DE SANTA MARIÑA 24;32660;32;OURENSE;32001;ALLARIZ;647994926;647994926;;06/02/2023
C-10979;;CLUB DE TENIS TUI;CLUB DEPORTIVO;PÁDEL, TENIS, BÁDMINTON;; CL. COLÓN, 16 - 1º H;;36;PONTEVEDRA;36055;TUI;986644021;;;05/10/2011
C-04625;G36236511;C. BADMINTON ESTRADENSE;CLUB DEPORTIVO;BÁDMINTON;; AVENIDA AVDA. DA CULTURA, S/N;36680;36;PONTEVEDRA;36017;ESTRADA, A;622451589;;;07/03/1995
C-07331;G36404200;CLUBE PATÍN PORRIÑO;CLUB DEPORTIVO;PATINAXE;HOCKEY SOBRE PATÍNS, PATINAXE ARTÍSTICO; RUA RÚA DOANTES DE SANGUE 2;36400;36;PONTEVEDRA;36039;PORRIÑO, O;610516245;686688161;;30/01/2002
C-14624;G44692150;WAIRA SURF CLUB;CLUB DEPORTIVO;SURF, VELA, PIRAGÜISMO;; PRAZA MARIO PUENTES, Nº 12, BLOQUE 6, BAIXO 2;;36;PONTEVEDRA;36035;NIGRÁN;678402628;;;16/02/2023
C-09079;G36545341;CLUB PETANCA SAN XOÁN;CLUB DEPORTIVO;PETANCA;; CAMIÑO CENTRO CULTURAL 1;36813;36;PONTEVEDRA;36045;REDONDELA;649297419;;;24/10/2006
